id,firstname,lastname,email,mobile no.,street address,postal code,city
894102,Vidar,Pettersen,vidar_p@getmail.no,92345555,Kalandsvegen 5,5229,Kalandseidet
897861,Linn,Karlsen,linn.k92@protonmail.com,46543210,Bygdøy allé 14,262,Oslo
897998,Jon,Evensen,jon.e@getmail.no,44563322,Håkonsgaten 1,5015,Bergen
899303,Bodil,Pedersen,bodil.p@gmail.com,94321111,Klæbuveien 10,7030,Trondheim
900778,Kåre,Andreassen,kaare.a88@outlook.no,49018877,Ole Vigs gate 16,366,Oslo
905356,Atle,Johnsen,atle.j@outlook.com,93450000,Nye Sandviksveien 15,5003,Bergen
910045,Oddmund,Johnsen,oddmund_j@outlook.no,41232222,Ivar Lykkes veg 5,7075,Tiller
911360,Turid,Hansen,turid.hansen@gmail.com,98764433,Schønings gate 7,356,Oslo
912879,Heidi,Mikkelsen,heidi.m@outlook.com,92341122,Fjøsangerveien 20,5054,Bergen
915441,Bjørnar,Rasmussen,bjornar.r@online.no,46783322,Sydneshaugen 2,5007,Bergen
919983,Kristina,Moen,kristina.m@online.no,42347777,Baldersheimvegen 1,5646,Baldersheim
920981,Liv,Strand,liv.s@gmail.com,43211212,Vågsgata 10,4306,Sandnes
922581,Linda,Sørensen,linda.s@online.no,98768899,Marken 10,5017,Bergen
923044,Ellen,Solberg,e.solberg@outlook.com,41234987,Arbins gate 1,253,Oslo
937727,Berit,Helle,berit.h@gmail.com,93455656,Svilandsveien 10,4308,Sandnes
940319,Kjellfrid,Sande,k.sande@gmail.com,42342233,Laguneveien 1,5239,Rådal
943336,Ståle,Bakken,stale_b@gmail.com,43213322,Nygårdsgaten 25,5015,Bergen
943652,Terje,Isaksen,terje.i@protonmail.com,44569999,Eidesvik 5,5443,Bømlo
950960,Steinar,Jacobsen,steinar.j88@getmail.no,95432109,Henrik Ibsens gate 4,255,Oslo
954948,Helge,Moe,helge.moe@gmail.com,49018888,Lønningsvegen 1,5258,Blomsterdalen
956240,Liv,Dahl,liv.dahl@online.no,43210000,Wolffs gate 5,5006,Bergen
961024,Sissel,Jensen,sissel.j@outlook.com,44562222,Titlestadvegen 5,5243,Fana
963807,Turid,Evensen,turid.e@outlook.com,41234444,Lade allé 10,7041,Trondheim
970143,Bente,Myhre,b.myhre@telenor.no,91231234,Jacob Aalls gate 14,364,Oslo
970234,Liv,Evensen,liv.e.1982@yahoo.no,98761234,Holtegata 28,355,Oslo
973938,Alf,Nygård,alf_n@live.no,45673333,Ranavikvegen 5,5454,Sæbøvik
977055,Terje,Eriksen,terje.e.77@yahoo.no,97654321,Tollbugata 24,157,Oslo
979068,Ove,Kristiansen,ove_k@gmail.com,45674567,Madlaveien 20,4009,Stavanger
981304,Synnøve,Nilsen,synnove.n@altibox.no,43212222,Krokeidevegen 10,5244,Fana
984516,May,Berg,may.b@altibox.no,98763333,Bratsbergvegen 1,7037,Trondheim
985320,Trine,Olsen,trine.o@icloud.com,91231111,Verftsgata 10,7014,Trondheim
990511,Vigdis,Johnsen,vigdis_j@altibox.no,95438899,Solheimsgaten 15,5054,Bergen
991703,Knut,Moen,k.moen@outlook.no,45673322,Camilla Colletts vei 5,258,Oslo
998515,Beate,Lunde,beate_l@icloud.com,93459999,Svortland 1,5430,Bremnes
