customer_id,contract_id,email,phone,product,valid_from,valid_until
404128,f98cd625-f8e2-482e-bd58-77e5d844f995,kari.h@getmail.no,91235656,GadgetCover Accidental,2023-07-14,
600368,b9734575-1efe-4a91-be8b-903335b8f854,k.lunde@altibox.no,44567890,TravelMax Annual,2023-07-14,
678264,cb14d6b5-a785-4d9c-be95-a3cfd689a361,ragnhild_k@online.no,45670000,CommunityEvent Liability,2023-07-22,
232551,16679a6d-3138-4fc6-a828-1fd00de6ce40,ellen_j@live.no,92346666,MarineVoyage Standard,2023-07-22,
852966,6c75e128-ab34-4f04-a179-6b18e3cbc37c,trond.e@outlook.com,46787766,TradeCredit Protect,2023-07-27,
810048,e1e98899-15d7-4dbb-9859-a40c755d241a,ingunn.bo@live.no,90121122,HomeGuardian Standard,2023-07-30,
675422,3b60768a-d5a9-435a-a5ee-e68161974c3a,jonny_s@outlook.no,42349988,MobilePhone TheftGuard,2023-08-02,
596309,70d5677d-563e-4ce0-bf38-0c519a490c56,magne_b@protonmail.com,43214455,EventCancel Assurance,2023-08-10,
367414,d636889c-073d-41e1-97b5-8a7cdfd55107,ove_j@getmail.no,45672222,SeniorCare LongTerm,2023-08-11,2023-10-23
297529,e1ef3767-c06d-4d0c-a74c-ee933eb1b4ba,ragnhild.s@outlook.no,45671212,Disability Income Starter,2023-08-13,
961024,11ab655c-9ff8-48fd-85af-cb4ce62892a6,sissel.j@outlook.com,44562222,GadgetCover OneYear,2023-08-16,
893636,fa0f44c0-b99c-4bff-98f8-6f1461a17393,synnove.i@outlook.com,43212233,TradeCredit Protect,2023-08-18,
893636,3e09c500-0cf7-4370-9ebb-56231bc430bb,synnove.i@outlook.com,43212233,PersonalLiability Plus,2023-08-24,
645191,1bb426c4-a0eb-4f4e-b645-ba37f89b072c,eli_larsen@live.no,93457766,RoadShield Premium,2023-08-26,
922581,4e4387b6-6c59-47ee-a24b-c87197b6aebe,linda.s@online.no,98768899,HomeGuardian Standard,2023-08-28,
428099,a02c2c79-87d5-431a-99dc-a8a0d19d1f06,stein_l@altibox.no,49013434,DroneFlight Liability,2023-08-29,
367414,7fbd2441-0d4c-4ffd-b14c-5b662baf3698,ove_j@getmail.no,45672222,SMBBusiness Shield,2023-08-30,2023-12-05
540257,71f79516-70b9-4322-8f91-d5416e1d407f,hege.aas@getmail.no,97654455,EventCancel Assurance,2023-09-01,2023-12-25
215646,f8230761-32e5-416a-b5fc-4ecefd671811,ragnhild.m@protonmail.com,45675555,SeniorCare LongTerm,2023-09-01,
970234,b857848a-5e89-4732-ac34-1edf1d6a66e3,liv.e.1982@yahoo.no,98761234,IdentitySecure Plus,2023-09-13,
657718,48ef79fb-b763-418f-b6d8-ec8434e90c16,m.olsen.88@outlook.no,98765432,EventCancel Assurance,2023-09-15,
413387,b0a00b29-6bdc-4abe-9edb-0df4a973fad1,sissel.o@live.no,44562233,RoadShield Premium,2023-09-15,
763410,2f49f0e0-5d00-4e02-8e91-abb4467e654f,haakon_n@gmail.com,90123344,CommunityEvent Liability,2023-10-01,
600368,3f85747f-a6aa-46a7-ba3d-98d913907b4c,k.lunde@altibox.no,44567890,PetProtect Basic,2023-10-15,
819041,3e562c9f-3c3d-4bca-a972-cb35580aadcc,k.birkeland@icloud.com,90125544,GadgetCover OneYear,2023-10-21,
413579,134c6907-c6e0-44bb-acd8-c3e4cc5d5b8c,terje_l@outlook.no,44564455,TravelLite SingleTrip,2023-10-30,
672292,f8f966b3-154f-40d7-ba8e-ee486f7cef4e,oyvind.b@getmail.no,44561212,PersonalLiability Plus,2023-11-01,
513364,c167d48b-29aa-4b4f-a665-059f377edc82,helge_e@icloud.com,49012222,TradeCredit Protect,2023-11-04,
481922,80798ca6-bad9-4274-9a40-ddf388cf1f36,grethe.j@live.no,46782222,AutoFlex Compact,2023-11-16,2023-11-17
298183,e081dcb9-7620-4a30-a213-8819df1e75ed,solveig.n@icloud.com,97651234,HomeGuardian Standard,2023-11-22,
270934,16e64007-6cb1-4d2b-b769-91f6e3ebdc9f,mona_b@live.no,95439988,LifeSecure WholePlus,2023-11-23,
624341,01109a08-5a1c-444b-ab1e-c09ee71fb553,randi.g@altibox.no,91233322,SeniorCare LongTerm,2023-11-26,2023-12-02
840549,873fbb00-8172-4688-8045-c168841ccaa0,odd_j@protonmail.com,40125656,TravelLite SingleTrip,2023-12-09,
763410,f2cbe8d8-ba6a-4281-8423-7aa78d56f11d,haakon_n@gmail.com,90123344,GadgetCover OneYear,2023-12-11,2023-12-31
843971,3cd9bf20-19d0-4de7-b59e-6db9338ea801,sigrid.j@live.no,93454567,DroneFlight Liability,2023-12-12,
270934,4065e9fd-6d77-46bb-8350-570e7b38fdba,mona_b@live.no,95439988,MobilePhone TheftGuard,2023-12-12,
463971,4790a995-c336-4cc9-b49d-b0b2435dcfc6,sverre_s@outlook.com,44561234,SeniorCare LongTerm,2023-12-25,
